episode,reward
488,0.0
489,20.0
490,-0.5
491,19.7
492,20.0
493,19.2
494,-0.4
495,-0.4
496,-0.2
497,18.3
498,19.9
499,19.6
500,19.8
501,19.3
502,19.9
503,19.7
504,-0.8999999999999999
505,19.8
506,19.4
507,-0.5
508,19.7
509,19.9
510,-0.30000000000000004
511,20.0
512,-0.1
513,19.0
514,-0.5
515,19.8
516,19.7
517,0.0
518,19.7
519,19.2
520,19.7
521,19.2
522,20.0
523,-0.1
524,19.8
525,19.4
526,19.9
527,19.1
528,-0.2
529,-0.6
530,-0.4
531,-0.2
532,20.0
533,19.6
534,-0.30000000000000004
535,18.5
536,19.9
537,-0.2
538,-1.4000000000000001
539,19.9
540,19.8
541,-0.5
542,-0.2
543,19.8
544,-0.2
545,20.0
546,-0.30000000000000004
547,19.6
548,20.0
549,19.0
550,-0.4
551,19.7
552,20.0
553,20.0
554,19.8
555,19.2
556,-0.1
557,20.0
558,-1.0999999999999999
559,0.0
560,20.0
561,19.6
562,19.7
563,20.0
564,-0.2
565,19.9
566,19.9
567,20.0
568,-1.2
569,20.0
570,19.8
571,19.7
572,-0.7
573,-0.5
574,-1.0999999999999999
575,-0.6
576,19.9
577,19.9
578,-0.4
579,-0.5
580,-0.2
581,19.9
582,-0.2
583,-0.1
584,20.0
585,20.0
586,0.0
587,-0.4
588,19.7
589,-0.2
590,19.7
591,-0.9999999999999999
592,-0.2
593,19.0
594,20.0
595,19.6
596,-0.5
597,19.9
598,-0.30000000000000004
599,19.9
600,20.0
601,19.6
602,20.0
603,-0.2
604,19.7
605,19.2
606,-0.5
607,18.8
608,19.8
609,-0.4
610,19.7
611,-0.6
612,19.9
613,-0.2
614,19.9
615,20.0
616,0.0
617,19.7
618,19.8
619,19.4
620,20.0
621,19.8
622,-0.7
623,20.0
624,-0.1
625,19.8
626,18.8
627,19.9
628,19.5
629,-0.1
630,-0.8999999999999999
631,20.0
632,19.1
633,19.0
634,-0.30000000000000004
635,-0.1
636,19.8
637,19.7
638,20.0
639,-0.1
640,19.8
641,19.8
642,19.7
643,19.3
644,19.6
645,-0.1
646,0.0
647,19.2
648,20.0
649,0.0
650,19.9
651,20.0
652,20.0
653,19.7
654,18.7
655,-1.4000000000000001
656,19.9
657,19.8
658,20.0
659,-0.1
660,-0.5
661,19.6
662,-0.30000000000000004
663,19.3
664,19.8
665,19.7
666,18.9
667,0.0
668,-0.1
669,19.9
670,19.7
671,19.8
672,-0.30000000000000004
673,-0.2
674,19.5
675,-0.30000000000000004
676,19.9
677,-0.2
678,20.0
679,19.9
680,19.6
681,18.3
682,20.0
683,19.8
684,19.5
685,-0.4
686,19.5
687,19.8
688,-0.6
689,-0.30000000000000004
690,19.8
691,-0.30000000000000004
692,20.0
693,19.7
694,19.7
695,-0.2
696,-0.4
697,-0.1
698,19.9
699,19.9
700,19.7
701,20.0
702,19.6
703,18.6
704,19.9
705,-0.1
706,20.0
707,19.5
708,19.9
709,18.4
710,-0.1
711,19.2
712,19.4
713,19.1
714,-0.2
715,-0.1
716,20.0
717,19.9
718,-0.5
719,19.9
720,19.3
721,-0.4
722,19.1
723,19.9
724,-0.8999999999999999
725,20.0
726,-0.1
727,19.7
728,0.0
729,19.1
730,18.7
731,-0.6
732,20.0
733,19.9
734,-0.6
735,20.0
736,19.9
737,19.8
738,19.8
739,19.5
740,18.8
741,19.8
742,-0.2
743,18.9
744,20.0
745,20.0
746,18.8
747,19.4
748,19.6
749,-0.1
750,0.0
751,0.0
752,19.9
753,0.0
754,-0.1
755,-0.6
756,-0.2
757,19.9
758,-0.1
759,19.7
760,20.0
761,19.8
762,-0.6
763,19.9
764,20.0
765,20.0
766,19.8
767,-0.2
768,19.5
769,19.9
770,19.8
771,19.8
772,19.6
773,20.0
774,19.3
775,0.0
776,19.6
777,-0.8999999999999999
778,19.9
779,19.8
780,19.9
781,19.7
782,19.4
783,0.0
784,-0.2
785,19.8
786,19.8
787,19.5
788,-0.2
789,-0.5
790,-0.5
791,18.5
792,20.0
793,-0.4
794,19.8
795,19.0
796,19.5
797,19.9
798,19.8
799,-0.2
800,19.8
801,19.9
802,20.0
803,19.6
804,19.6
805,19.9
806,20.0
807,19.6
808,19.5
809,19.7
810,19.7
811,-0.2
812,19.5
813,20.0
814,19.5
815,19.9
816,-0.6
817,19.7
818,19.7
819,0.0
820,19.1
821,-0.30000000000000004
822,19.5
823,19.8
824,-0.5
825,19.4
826,19.9
827,18.7
828,-0.7999999999999999
829,19.6
830,19.8
831,19.9
832,-0.2
833,19.9
834,-0.30000000000000004
835,19.5
836,19.8
837,-0.30000000000000004
838,19.7
839,19.6
840,20.0
841,-0.1
842,19.8
843,20.0
844,0.0
845,19.8
846,20.0
847,19.4
848,20.0
849,-0.2
850,-0.30000000000000004
851,-0.4
852,19.2
853,19.6
854,20.0
855,19.5
856,-0.30000000000000004
857,19.9
858,19.9
859,19.9
860,20.0
861,-0.1
862,19.9
863,19.7
864,19.9
865,19.8
866,-0.1
867,20.0
868,19.8
869,-0.4
870,0.0
871,20.0
872,0.0
873,19.5
874,19.3
875,-0.1
876,-0.2
877,19.6
878,19.8
879,-0.30000000000000004
880,20.0
881,19.5
882,19.3
883,19.5
884,19.9
885,19.7
886,19.7
887,-0.2
888,-0.1
889,-0.5
890,19.7
891,-0.5
892,0.0
893,-0.4
894,-0.1
895,20.0
896,-0.30000000000000004
897,-0.30000000000000004
898,20.0
899,19.9
900,20.0
901,19.9
902,19.7
903,20.0
904,19.8
905,19.9
906,19.2
907,19.8
908,19.1
909,-0.30000000000000004
910,20.0
911,19.0
912,20.0
913,19.6
914,19.5
915,-0.2
916,19.8
917,19.9
918,19.7
919,19.3
920,19.7
921,20.0
922,19.3
923,19.2
924,19.9
925,19.9
926,-0.1
927,19.2
928,19.5
929,20.0
930,-0.7
931,0.0
932,19.8
933,19.8
934,19.9
935,19.7
936,-1.6000000000000003
937,20.0
938,19.5
939,19.3
940,20.0
941,19.9
942,-0.7
943,0.0
944,-0.30000000000000004
945,0.0
946,-0.5
947,19.5
948,19.5
949,20.0
950,19.0
951,0.0
952,-0.5
953,19.3
954,-0.6
955,-0.30000000000000004
956,19.9
957,-0.30000000000000004
958,-0.1
959,19.7
960,20.0
961,18.7
962,19.7
963,19.9
964,19.4
965,-0.4
966,19.4
967,-0.4
968,19.8
969,20.0
970,20.0
971,0.0
972,0.0
973,19.8
974,19.3
975,-0.1
976,18.4
977,-0.6
978,19.8
979,19.3
980,-0.30000000000000004
981,19.8
982,20.0
983,19.7
984,19.7
985,19.4
986,19.9
987,-0.9999999999999999
988,-0.30000000000000004
989,20.0
990,19.7
991,19.9
992,-0.1
993,19.7
994,19.9
995,-0.1
996,0.0
997,-0.1
998,0.0
999,19.8
1000,19.6
1001,19.6
1002,19.8
1003,0.0
1004,19.8
1005,-0.6
1006,18.4
1007,18.8
1008,19.8
1009,-0.7999999999999999
1010,20.0
1011,-0.2
1012,-0.2
1013,19.3
1014,19.6
1015,-0.9999999999999999
1016,18.9
1017,19.9
1018,19.9
1019,-0.4
1020,19.6
1021,19.9
1022,19.2
1023,-0.1
1024,19.6
1025,19.9
1026,20.0
1027,19.9
1028,-0.8999999999999999
1029,20.0
1030,0.0
1031,19.7
1032,20.0
1033,20.0
1034,-0.6
1035,19.1
1036,19.9
1037,19.6
1038,19.0
1039,19.7
1040,-0.30000000000000004
1041,19.8
1042,19.7
1043,-0.1
1044,-0.1
1045,19.5
1046,-0.4
1047,-0.30000000000000004
1048,19.3
1049,20.0
1050,0.0
1051,0.0
1052,19.8
1053,-0.5
1054,0.0
1055,19.3
1056,-0.6
1057,-0.2
1058,19.8
1059,19.6
1060,19.8
1061,19.8
1062,19.9
1063,19.9
1064,19.6
1065,19.9
1066,-0.4
1067,19.9
1068,19.6
1069,20.0
1070,19.8
1071,-0.4
1072,19.8
1073,19.9
1074,19.9
1075,-0.8999999999999999
1076,19.9
1077,-0.1
1078,19.7
1079,19.9
1080,19.7
1081,19.8
1082,19.8
1083,19.9
1084,0.0
1085,19.5
1086,19.7
1087,19.5
1088,19.8
1089,19.7
1090,0.0
1091,-0.2
1092,19.9
1093,19.6
1094,-0.30000000000000004
1095,19.4
1096,19.9
1097,19.2
1098,19.9
1099,19.4
1100,19.1
1101,19.9
1102,19.5
1103,-0.4
1104,-0.1
1105,19.9
1106,-0.2
1107,19.3
1108,19.8
1109,20.0
1110,20.0
1111,20.0
1112,20.0
1113,19.6
1114,-0.30000000000000004
1115,19.8
1116,19.4
1117,-0.6
1118,19.8
1119,19.6
1120,19.8
1121,19.2
1122,19.7
1123,19.8
1124,19.9
1125,-0.1
1126,19.9
1127,19.8
1128,19.5
1129,20.0
1130,0.0
1131,-0.1
1132,20.0
1133,-0.30000000000000004
1134,19.2
1135,19.3
1136,19.4
1137,18.9
1138,19.4
1139,19.5
1140,19.4
1141,19.4
1142,-0.30000000000000004
1143,19.0
1144,0.0
1145,19.6
1146,19.5
1147,-0.8999999999999999
1148,-0.2
1149,-0.5
1150,18.9
1151,19.7
1152,19.2
1153,19.7
1154,-0.4
1155,19.9
1156,19.9
1157,-0.1
1158,0.0
1159,19.8
1160,19.4
1161,20.0
1162,19.7
1163,-0.30000000000000004
1164,-0.5
1165,19.7
1166,20.0
1167,19.4
1168,19.5
1169,-0.6
1170,-0.2
1171,-0.30000000000000004
1172,19.8
1173,-0.30000000000000004
1174,19.6
1175,19.9
1176,19.8
1177,20.0
1178,19.5
1179,19.9
1180,19.3
1181,-0.2
1182,19.9
1183,19.7
1184,-0.4
1185,19.4
1186,19.9
1187,19.8
1188,-0.4
1189,19.8
1190,-0.1
1191,19.4
1192,-0.1
1193,-0.7
1194,19.0
1195,19.9
1196,0.0
1197,19.8
1198,19.7
1199,19.6
1200,19.5
1201,0.0
1202,-0.30000000000000004
1203,-0.6
1204,-0.1
1205,0.0
1206,19.9
1207,19.7
1208,20.0
1209,19.1
1210,-0.1
1211,-0.4
1212,-0.2
1213,19.8
1214,-0.2
1215,19.9
1216,18.3
1217,-0.6
1218,19.6
1219,19.5
1220,-0.1
1221,19.8
1222,19.9
1223,19.8
1224,19.4
1225,19.6
1226,20.0
1227,19.2
1228,20.0
1229,19.5
1230,18.9
1231,-0.5
1232,-0.5
1233,19.9
1234,19.7
1235,-0.2
1236,19.8
1237,19.7
1238,20.0
1239,19.5
1240,19.5
1241,19.9
1242,19.5
1243,19.6
1244,-0.4
1245,20.0
1246,19.9
1247,0.0
1248,-0.30000000000000004
1249,19.4
1250,19.5
1251,19.7
1252,19.5
1253,19.7
1254,0.0
1255,19.6
1256,19.6
1257,19.7
1258,19.8
1259,19.7
1260,19.6
1261,19.9
1262,18.6
1263,19.8
1264,20.0
1265,20.0
1266,-0.6
1267,20.0
1268,19.4
1269,20.0
1270,19.7
1271,19.7
1272,19.7
1273,19.6
1274,19.6
1275,19.9
1276,19.7
1277,-0.2
1278,20.0
1279,20.0
1280,19.8
1281,20.0
1282,19.5
1283,19.8
1284,19.6
1285,0.0
1286,18.8
1287,19.5
1288,20.0
1289,19.4
1290,-0.2
1291,-0.2
1292,20.0
1293,-0.7999999999999999
1294,19.7
1295,19.7
1296,20.0
1297,20.0
1298,-0.1
1299,19.7
1300,19.8
1301,19.6
1302,19.6
1303,0.0
1304,19.8
1305,20.0
1306,19.6
1307,19.6
1308,19.4
1309,19.4
1310,-0.6
1311,19.8
1312,0.0
1313,19.5
1314,19.8
1315,19.7
1316,0.0
1317,19.8
1318,19.7
1319,0.0
1320,19.6
1321,19.7
1322,19.7
1323,-0.9999999999999999
1324,-0.6
1325,19.6
1326,19.7
1327,19.5
1328,20.0
1329,19.9
1330,19.6
1331,19.2
1332,19.8
1333,19.9
1334,19.9
1335,19.9
1336,20.0
1337,20.0
1338,19.9
1339,20.0
1340,19.9
1341,19.5
1342,19.3
1343,20.0
1344,19.8
1345,-0.4
1346,19.0
1347,18.8
1348,20.0
1349,19.9
1350,19.7
1351,19.7
1352,19.5
1353,19.9
1354,19.9
1355,19.9
1356,19.8
1357,19.6
1358,19.9
1359,19.6
1360,19.5
1361,19.9
1362,19.6
1363,19.8
1364,19.5
1365,19.9
1366,-0.4
1367,19.6
1368,-0.2
1369,-0.1
1370,19.7
1371,20.0
1372,19.4
1373,19.8
1374,20.0
1375,-0.1
1376,-0.9999999999999999
1377,19.5
1378,19.1
1379,-0.2
1380,20.0
1381,19.8
1382,-0.2
1383,19.7
1384,19.6
1385,20.0
1386,19.8
1387,0.0
1388,-0.1
1389,19.9
1390,-0.4
1391,19.9
1392,19.9
1393,-0.2
1394,19.8
1395,19.7
1396,19.7
1397,19.2
1398,19.3
1399,19.6
1400,19.6
1401,19.2
1402,19.8
1403,-0.30000000000000004
1404,19.6
1405,-0.7999999999999999
1406,19.8
1407,20.0
1408,19.3
1409,-0.5
1410,19.9
1411,20.0
1412,-0.30000000000000004
1413,19.8
1414,20.0
1415,19.7
1416,19.8
1417,19.5
1418,20.0
1419,19.5
1420,19.8
1421,-0.2
1422,-0.9999999999999999
1423,19.8
1424,19.9
1425,20.0
1426,19.9
1427,19.9
1428,19.7
1429,19.8
1430,19.8
1431,20.0
1432,19.8
1433,19.6
1434,19.7
1435,19.9
1436,-0.4
1437,-0.30000000000000004
1438,19.9
1439,19.8
1440,19.4
1441,-0.7
1442,19.4
1443,20.0
1444,0.0
1445,19.4
1446,19.8
1447,19.9
1448,20.0
1449,19.4
1450,19.7
1451,-0.4
1452,20.0
1453,-0.1
1454,-0.30000000000000004
1455,-0.4
1456,-0.30000000000000004
1457,20.0
1458,19.6
1459,-1.0999999999999999
1460,19.4
1461,19.3
1462,19.9
1463,19.6
1464,19.4
1465,-0.2
1466,19.8
1467,-0.1
1468,19.7
1469,-0.1
1470,-0.1
1471,19.8
1472,19.8
1473,20.0
1474,-0.7
1475,19.4
1476,-0.1
1477,19.9
1478,19.7
1479,19.9
1480,19.7
1481,19.4
1482,19.5
1483,-0.4
1484,19.9
1485,19.7
1486,19.7
1487,19.3
1488,-0.5
1489,19.7
1490,19.0
1491,19.7
1492,19.8
1493,-0.4
1494,19.8
1495,20.0
1496,-0.2
1497,19.5
1498,19.6
1499,19.9
1500,19.7
1501,19.2
1502,19.5
1503,19.7
1504,19.7
1505,19.9
1506,19.9
1507,-0.30000000000000004
1508,19.8
1509,20.0
1510,20.0
1511,19.7
1512,-0.7999999999999999
1513,-0.30000000000000004
1514,19.8
1515,19.9
1516,0.0
1517,19.6
1518,19.9
1519,-0.2
1520,20.0
1521,19.7
1522,19.9
1523,0.0
1524,-0.5
1525,19.9
1526,19.9
1527,19.8
1528,0.0
1529,19.5
1530,-0.30000000000000004
1531,19.8
1532,19.5
1533,-0.30000000000000004
1534,19.7
1535,19.8
1536,19.6
1537,20.0
1538,-0.4
1539,20.0
1540,19.2
1541,19.7
1542,0.0
1543,19.2
1544,-0.6
1545,20.0
1546,-0.30000000000000004
1547,0.0
1548,19.8
1549,19.6
1550,0.0
1551,-0.4
1552,19.2
1553,-0.4
1554,19.3
1555,19.8
1556,19.6
1557,19.7
1558,19.8
1559,19.8
1560,-0.7999999999999999
1561,19.3
1562,20.0
1563,19.8
1564,-0.1
1565,19.7
1566,20.0
1567,19.9
1568,19.7
1569,19.3
1570,19.7
1571,19.7
1572,19.6
1573,19.7
1574,19.5
1575,19.8
1576,19.9
1577,19.7
1578,-0.30000000000000004
1579,-0.2
1580,19.4
1581,19.7
1582,19.3
1583,19.7
1584,20.0
1585,19.8
1586,19.5
1587,-0.5
1588,20.0
1589,-0.1
1590,-0.6
1591,19.7
1592,19.7
1593,19.9
1594,-0.30000000000000004
1595,0.0
1596,20.0
1597,19.9
1598,-0.30000000000000004
1599,-0.30000000000000004
1600,19.7
1601,-0.2
1602,-0.2
1603,19.7
1604,-1.3
1605,19.2
1606,19.8
1607,19.8
1608,19.8
1609,-0.6
1610,-0.4
1611,19.5
1612,19.3
1613,-0.30000000000000004
1614,-0.2
1615,19.8
1616,-0.8999999999999999
1617,19.9
1618,19.5
1619,-0.30000000000000004
1620,-0.30000000000000004
1621,19.9
1622,-0.1
1623,19.9
1624,-0.2
1625,19.0
1626,19.6
1627,19.8
1628,20.0
1629,19.8
1630,19.9
1631,19.9
1632,19.7
1633,19.9
1634,19.4
1635,19.9
1636,19.9
1637,19.7
1638,19.6
1639,19.9
1640,-0.2
1641,19.9
1642,-0.30000000000000004
1643,19.7
1644,19.4
1645,19.7
1646,20.0
1647,20.0
1648,-0.30000000000000004
1649,19.7
1650,19.7
1651,-0.8999999999999999
1652,19.6
1653,19.9
1654,19.9
1655,19.4
1656,19.1
1657,19.9
1658,-0.7999999999999999
1659,19.7
1660,-0.2
1661,-0.6
1662,19.8
1663,19.9
1664,19.6
1665,19.9
1666,19.7
1667,19.5
1668,-0.2
1669,20.0
1670,19.6
1671,-0.4
1672,19.9
1673,-0.2
1674,20.0
1675,19.8
1676,19.5
1677,18.9
1678,19.9
1679,19.8
1680,-0.4
1681,19.8
1682,19.8
1683,-0.1
1684,19.3
1685,19.8
1686,19.8
1687,-0.5
1688,-0.8999999999999999
1689,19.8
1690,-0.5
1691,19.9
1692,-0.2
1693,19.7
1694,-0.2
1695,-0.1
1696,19.8
1697,19.8
1698,-0.1
1699,0.0
1700,-0.30000000000000004
1701,-0.2
1702,19.9
1703,19.9
1704,20.0
1705,-0.1
1706,-0.30000000000000004
1707,19.7
1708,-0.30000000000000004
1709,19.4
1710,19.5
1711,19.8
1712,-0.6
1713,0.0
1714,-0.30000000000000004
1715,20.0
1716,-0.1
1717,20.0
1718,-0.30000000000000004
1719,19.6
1720,20.0
1721,19.6
1722,-0.2
1723,-0.8999999999999999
1724,-0.30000000000000004
1725,19.9
1726,-0.1
1727,-0.4
1728,-0.2
1729,19.9
1730,18.9
1731,19.9
1732,19.5
1733,19.9
1734,19.8
1735,19.6
1736,19.6
1737,-0.4
1738,20.0
1739,20.0
1740,20.0
1741,-0.4
1742,19.7
1743,20.0
1744,-1.3
1745,19.8
1746,19.7
1747,-0.7999999999999999
1748,-0.1
1749,19.8
1750,19.3
1751,19.7
1752,-0.30000000000000004
1753,19.6
1754,19.7
1755,19.9
1756,19.1
1757,-0.5
1758,-0.2
1759,-0.30000000000000004
1760,-0.30000000000000004
1761,19.6
1762,20.0
1763,-0.4
1764,19.8
1765,20.0
1766,18.8
1767,-0.8999999999999999
1768,19.9
1769,-0.7999999999999999
1770,-0.1
1771,-0.1
1772,19.7
1773,-0.2
1774,-0.1
1775,19.8
1776,19.8
1777,-0.5
1778,-0.9999999999999999
1779,19.9
1780,19.6
1781,19.8
1782,20.0
1783,19.8
1784,19.8
1785,-0.4
1786,-0.1
1787,19.7
1788,-0.2
1789,20.0
1790,-0.5
1791,19.2
1792,19.5
1793,19.8
1794,20.0
1795,19.9
1796,-0.30000000000000004
1797,20.0
1798,-0.30000000000000004
1799,19.7
1800,-0.5
1801,19.4
1802,-0.5
1803,-0.2
1804,19.8
1805,20.0
1806,19.7
1807,-0.7
1808,-0.1
1809,19.4
1810,19.9
1811,19.3
1812,19.6
1813,19.9
1814,19.9
1815,20.0
1816,19.5
1817,-0.1
1818,19.8
1819,20.0
1820,19.8
1821,20.0
1822,0.0
1823,19.7
1824,19.4
1825,20.0
1826,-0.30000000000000004
1827,19.6
1828,19.8
1829,19.7
1830,19.9
1831,-0.30000000000000004
1832,19.3
1833,19.9
1834,19.9
1835,19.7
1836,19.7
1837,-0.5
1838,19.9
1839,19.9
1840,20.0
1841,19.9
1842,20.0
1843,-0.2
1844,0.0
1845,19.9
1846,-0.8999999999999999
1847,19.5
1848,19.7
1849,-0.6
1850,-0.5
1851,19.6
1852,19.7
1853,20.0
1854,19.7
1855,19.7
1856,19.7
1857,-0.2
1858,-0.5
1859,19.4
1860,19.9
1861,20.0
1862,19.9
1863,19.8
1864,19.6
1865,-0.1
1866,19.7
1867,18.8
1868,-0.9999999999999999
1869,19.8
1870,19.9
1871,19.7
1872,19.9
1873,19.9
1874,19.7
1875,19.8
1876,19.9
1877,-0.7
1878,19.7
1879,19.8
1880,-0.30000000000000004
1881,19.7
1882,19.9
1883,18.9
1884,19.5
1885,-0.2
1886,-0.2
1887,-0.30000000000000004
1888,19.9
1889,-0.1
1890,-0.2
1891,20.0
1892,20.0
1893,19.9
1894,19.6
1895,19.4
1896,19.9
1897,19.9
1898,20.0
1899,-0.2
1900,19.2
1901,19.8
1902,19.5
1903,0.0
1904,-0.30000000000000004
1905,19.6
1906,-0.30000000000000004
1907,20.0
1908,-0.4
1909,20.0
1910,20.0
1911,0.0
1912,19.7
1913,19.9
1914,19.5
1915,20.0
1916,19.8
1917,-0.30000000000000004
1918,19.5
1919,19.7
1920,-0.30000000000000004
1921,19.7
1922,-0.4
1923,19.9
1924,18.8
1925,19.9
1926,19.9
1927,19.9
1928,19.9
1929,19.9
1930,-0.6
1931,19.5
1932,19.7
1933,19.7
1934,-0.4
1935,20.0
1936,19.9
1937,19.7
1938,19.9
1939,19.5
1940,-1.0999999999999999
1941,19.8
1942,20.0
